Author,final_sentiment
@MOMO-z4y8j,KIA
@MOON-kj6mg,KIA
@MOUSECT,SAMSUNG
@MS.junseohyeon,SAMSUNG
@MTE-URGS-3000,unknown
@MY-nc4mz,unknown
@MZH0002,SAMSUNG
@MZ새마을운동,unknown
@M__O__21,KIA
@MaDongPal,SAMSUNG
@Macarooon-y9i,unknown
@MajesticHealthy,unknown
@MarcosRodriguez-jk5qz,SAMSUNG
@Margarine_Butter_III,SAMSUNG
@MartyMcfly1885,KIA
@MaskerEther,KIA
@May_mama,KIA
@Mcdonaldooooooo,unknown
@Mcdonalds291,KIA
@Mcgovern27,SAMSUNG
@MelodyQWER,KIA
@Melody_3.21,KIA
@Meow73990,KIA
@Mercury_Silver,KIA
@Meruchibokkeum,unknown
@Mia-go4md,KIA
@Miaaang111,SAMSUNG
@Michel-s9c,KIA
@Middle-school,SAMSUNG
@MijeongLee-iy6fy,SAMSUNG
@Mild_ssammoo,SAMSUNG
@MinYongSungMDragon,SAMSUNG
@Minami.Kim89,SAMSUNG
@Minamizzang,KIA
@Minggu700,KIA
@Mingki22,unknown
@MiniJo0706,KIA
@Minibubb1e,SAMSUNG
@Miosej,SAMSUNG
@Mistico1818,KIA
@Mmyaa1013,KIA
@MoCaCoffee-xj7fb,KIA
@Moajo_s.p,KIA
@Mob-wl1rl,KIA
@Mocha12s,KIA
@Mojitolime,SAMSUNG
@Mokpo.angler,unknown
@Monguddongo,SAMSUNG
@Mooleundap,KIA
@Morning_tube,unknown
@Mr-ih8hp,KIA
@Mr-yl3xk,unknown
@Mr.k000,SAMSUNG
@MrDodblue,SAMSUNG
@MrIamoutoflove,SAMSUNG
@MrKangyongkyu,unknown
@MrPonyo486,KIA
@MrPurpledy,unknown
@Mr_Pandaaaaa,KIA
@MsStephanieU,SAMSUNG
@Mso-h1h,KIA
@Muchu2,unknown
@Muffin_95,SAMSUNG
@Music-u2l,unknown
@Muyo765,unknown
@MyEvilisBig,KIA
@My_gomigomi,KIA
@Mybabyjj24,KIA
@Myowner_hoochuu,SAMSUNG
@N0W126,KIA
@NA-xb9qb,SAMSUNG
@NA._DA,unknown
@NAGO-ry8zh,SAMSUNG
@NANl666,KIA
@NCTJHJNJS,SAMSUNG
@NINANONANI,KIA
@NINIRU_0928,KIA
@NKante-ef5xp,SAMSUNG
@NO-lh8vk,unknown
@NONE-y2p,KIA
@NSWER-kigkig,KIA
@NUNANANA0813,SAMSUNG
@Na.w0x,KIA
@Naaah-qf8hd,SAMSUNG
@Naaaxagyeong,KIA
@NahesLab,SAMSUNG
@Nalgangdooout,KIA
@Nallari_,SAMSUNG
@Namgunz,KIA
@Naming4,KIA
@NanaNa-k1e,KIA
@Nanna-lulluu,KIA
@Napalm47,SAMSUNG
@Navi_RX,KIA
@Navy_ShiningGold,SAMSUNG
@NayoungJeon-vk3it,SAMSUNG
@NealDenise-h5l,unknown
@NebejeSjebe,KIA
@NeniSupardi-v3l,KIA
@Neo-jg3yv,KIA
@New_Era1217,SAMSUNG
@Nia_vailable,SAMSUNG
@NicoleKim-ev2zu,KIA
@Nilah-x3z,SAMSUNG
@NineNine-b4s,SAMSUNG
@No.50삼백호,unknown
@No.9201,KIA
@No_Anymore,SAMSUNG
@Nogada_jjing,unknown
@Nogumma,unknown
@Nonene-q1z,unknown
@Notafraid723,KIA
@November-Rain-h4o,unknown
@Nssstt,SAMSUNG
@NurseS-f6i,SAMSUNG
@Nus2gon,KIA
@Nyami_o,KIA
@Nyanglove12,SAMSUNG
@O.Oforthe1,unknown
@O._ho5hi,SAMSUNG
@O10823,KIA
@OCKDOL3,SAMSUNG
@OYH-u2v,unknown
@Official19844,KIA
@OhJeonghwan,unknown
@Ohranguutan,SAMSUNG
@Ojakgyo,KIA
@OliverIn79,KIA
@OooOooo-rx1kc,KIA
@Oosamliee,KIA
@Orange_marmalade,unknown
@Orio6616,SAMSUNG
@Osopolar0,SAMSUNG
@Ottugi-n3r,SAMSUNG
@Owl3276,unknown
@OwlsKingdom,KIA
@P1_navi,KIA
@PARK-o9t,unknown
@PESDAK_,unknown
@PLACE-k5i,SAMSUNG
@PLUM1503,KIA
@PODIUM-h6n,KIA
@PODONG-V13,KIA
@POOH74,SAMSUNG
@PPPP-lz5fu,SAMSUNG
@PROKIA491,KIA
@PanggreHEE,SAMSUNG
@Patrick-vv4vk,KIA
@Paul.J4,unknown
@PhuongLinh-nf1ce,SAMSUNG
@Piggybubu7,SAMSUNG
@Pinggudok,SAMSUNG
@Pinkroll5,KIA
@Pinkw_Je,SAMSUNG
@Piplup161,unknown
@PodoJuice,KIA
@Polar_Elephant,SAMSUNG
@Potatoti,KIA
@Ppl009,SAMSUNG
@Ppyokkkk,KIA
@PraiseMySpirit,SAMSUNG
@Prism0525,KIA
@ProExpert-q9s,SAMSUNG
@Psk-n2c,KIA
@Ptypeperson1004_1,KIA
@Q.Emeraldas,unknown
@QWER-u9w1q,unknown
@Q_Q0312,SAMSUNG
@Qawsedrf123-d2j,KIA
@QuinnPhyllis,unknown
@R-달디단,KIA
@R1_Akrapovic,SAMSUNG
@R2D2NEKO,SAMSUNG
@R319IIZ,KIA
@RANNYZZANG,SAMSUNG
@RAY-nh8fl,KIA
@RE100_SOON,KIA
@REDVELVETCOSMIC,SAMSUNG
@RICOREWIS,unknown
@RIGHTER-kr6hl,SAMSUNG
@RMN-k4b,KIA
@ROKNOFFICER,unknown
@RP-bubuonetwo,SAMSUNG
@RURIRURI38,KIA
@Ra2_4865,unknown
@RachelLizaCook,KIA
@Racheljung-s7j,SAMSUNG
@RaiLee-w7h,SAMSUNG
@RajNanhe,SAMSUNG
@Rajidae-7,SAMSUNG
@Ralph.C-h3r,SAMSUNG
@Ranny_1010,SAMSUNG
@Rapine_e,KIA
@RaviKumar-tf8er,SAMSUNG
@Ray-kh1vk,KIA
@RayanUtamah,SAMSUNG
@Raye-w2s,KIA
@Realmadrid_15_UCL_winners,SAMSUNG
@RedSnell-g7s,KIA
@Reddcjen,KIA
@Reonald_,unknown
@Respect-x5z,SAMSUNG
@Rewind__,KIA
@Rgio55,unknown
@Richard.D.W,KIA
@Ricky.93,KIA
@Rirjelei,KIA
@Rkskekfkakqktk-f5o,KIA
@Road-ld1ks,SAMSUNG
@Road-woni,SAMSUNG
@Road_V13_Tigers,KIA
@RobertoE-u8s,KIA
@RodainAlHalabi,SAMSUNG
@Rohmoohyun.,unknown
@RonaldMcDonald7474,KIA
@Rororongrong,SAMSUNG
@Rose.Han.,unknown
@Rudndicnrnrjd,SAMSUNG
@RunJunYoung,KIA
@RussianStateNews,unknown
@Ryan-my2rn,SAMSUNG
@Ryounghee,SAMSUNG
@Ryungiii,SAMSUNG
@R일오사,KIA
@S2_mJ_k,KIA
@S2him,SAMSUNG
@S2yeonibunny,SAMSUNG
@SAKAEun5,KIA
@SALLY-ek5df,KIA
@SAMSUNG_LIONS_1982,unknown
@SAVE_LEGEND,SAMSUNG
@SB-gs3cf,KIA
@SCS_mania,unknown
@SCV-00,SAMSUNG
@SDRL-14,SAMSUNG
@SENI__e,KIA
@SEoSSang,unknown
@SGUDLS,unknown
@SH-kf2wl,KIA
@SHINYNNES,SAMSUNG
@SHIN_RECORD,KIA
@SJ-nl3cx,KIA
@SKOh-kr1df,unknown
@SKY-v6m8l,KIA
@SLHJ41,SAMSUNG
@SL_CR,SAMSUNG
@SLdown,SAMSUNG
@SLlove31,SAMSUNG
@SL소디,SAMSUNG
@SM-qd1ei,unknown
@SMART9946-q8r,SAMSUNG
@SMK-zd1ek,unknown
@SOMIHA-u3q,KIA
@SONGS486,SAMSUNG
@SONNIM72,SAMSUNG
@SP3_9,SAMSUNG
@SS-bm1xd,SAMSUNG
@SSHINJI5,SAMSUNG
@SSOUL209,KIA
@SSung-h3f,KIA
@STARION-Happ,KIA
@STJY_G1,KIA
@SUHYEON_1015,SAMSUNG
@SUNNY_un,KIA
@SUPREME-c4o,SAMSUNG
@SW-pq1mq,SAMSUNG
@SWIMMIST7,SAMSUNG
@SYH105,SAMSUNG
@S_6394_,SAMSUNG
@S_HOONEY,KIA
@Saaaaaaayho,unknown
@Salsls1818,KIA
@SamBa_81,SAMSUNG
@Samantha-rp1mx,SAMSUNG
@Sambbaaaaaaaa18,unknown
@Samduk_nana,SAMSUNG
@SameerS-t8m,SAMSUNG
@Samhero-dr5hb,SAMSUNG
@Samnisal1985,SAMSUNG
@Samrin13,SAMSUNG
@Samsung20058,SAMSUNG
@SamsungLionPrincipality,SAMSUNG
@Samsungdown,unknown
@Samsunglionsfan2015,SAMSUNG
@Samsunglionsv9go,SAMSUNG
@San_Ho_0922,KIA
@SanchezCoreano,KIA
@Sanro__,unknown
@SantoshSantosh-z2s,unknown
@Sapwbxu,KIA
@Sara-dw5vi,SAMSUNG
@Sarada-s4b,KIA
@Saranghaejjeongjjeong,SAMSUNG
@Sbmnwwd,KIA
@ScarlettHeroine,SAMSUNG
@Sdh-v,unknown
@SeaOfLove-is,SAMSUNG
@Seanpolarbear,SAMSUNG
@Secret-j5h,SAMSUNG
@Sector_36,unknown
@SeheeJang-kv8qg,unknown
@Seizethedayy-p2x,SAMSUNG
@SeonU0917,SAMSUNG
@SeonyulAhn,unknown
@Serial_Number_SH,KIA
@ServantHubert,unknown
@Sh-hq3xr,SAMSUNG
@Shakaob,KIA
@Shashamilolove,KIA
@Shene97,KIA
@ShiRoe-wow,SAMSUNG
@Shine-s9q,SAMSUNG
@ShineH1,unknown
@ShineHouse21,SAMSUNG
@ShineJBH,KIA
@Showstoper11,KIA
@Shuax97,SAMSUNG
@Shushu-h9c,KIA
@Si-yz3rf,unknown
@Sienna-ow6cy,SAMSUNG
@Silla_Gates5,unknown
@Silpir,SAMSUNG
@Silver82,KIA
@SilverRuler-g3j,unknown
@Sin-q6n,KIA
@Singniya11,SAMSUNG
@Sisidid_disis,KIA
@Sixiexie,unknown
@Sjkyzp,KIA
@Skfiehd,unknown
@Skrrismylife12,SAMSUNG
@Skyboard-p6c,SAMSUNG
@Slsmxkeldcnxjz17,unknown
@Snskdkxkkww,unknown
@SoSo_SamuBozo,KIA
@Solsdd,SAMSUNG
@Solvang_2030,KIA
@Son-bu1zd,SAMSUNG
@Song-vq2yn,unknown
@Soobin-f4r,unknown
@Soyeon02-f4h,SAMSUNG
@SportsDB,unknown
@Ss-e6u,KIA
@SsSS-tz2nl,KIA
@Ssssssaassa,SAMSUNG
@StJohn-ls8nz,SAMSUNG
@St_Benedictus,unknown
@StarLightGarden52,unknown
@Staright_3,SAMSUNG
@Startwothreesharp,SAMSUNG
@Steel_Sage,SAMSUNG
@Stephen-Curry30,KIA
@Stin-qn7hr,unknown
@StrayKids_SamsungLions,SAMSUNG
@Su-k4w,SAMSUNG
@Sugaringaring,SAMSUNG
@Summer-n5r,KIA
@Sunday63.,SAMSUNG
@SungHyun0819,SAMSUNG
@Sunjh-zj7mu,KIA
@Sunny-jc4pj,SAMSUNG
@Sunny19950,KIA
@Suuuuuuperson,KIA
@Sy-t7y3c,SAMSUNG
@SyaA-mm1bk,KIA
@T1ingker,SAMSUNG
@T1win_,unknown
@TA-mr3pe,unknown
@TAENG-mb8tg,KIA
@TAK-b9b,unknown
@TAKEMEHOME0223,KIA
@TANIYEONYOU,SAMSUNG
@TH-im5ht,SAMSUNG
@THEKING-nb4ic,SAMSUNG
@TMI_KOO,KIA
@TOMATO-9009,unknown
@TOOMUCHLENA,unknown
@TOTTENHAM_NO.7,KIA
@TQQQX3,unknown
@TUGALCHI18,SAMSUNG
@TV-dq8xn,KIA
@TV-dv3nn,SAMSUNG
@TV-ey9hi,SAMSUNG
@TV-ft3qn,SAMSUNG
@TV-iv1me,SAMSUNG
@TV-ju3ni,KIA
@TV-lc2tq,unknown
@TV-mb7om,SAMSUNG
@TV-oo5fc,unknown
@TV-pj1ne,SAMSUNG
@TV-re9my,KIA
@TV-rr1xy,SAMSUNG
@TV-si8mh,unknown
@TV-to9xh,KIA
@TV-wu4st,KIA
@TV-xq3bw,unknown
@TV-yr8ih,SAMSUNG
@TV-zz6xj,KIA
@TWOPAIR91,SAMSUNG
@Taberukun.79,KIA
@TaesuAn-y2h,SAMSUNG
@Taeyang19,SAMSUNG
@Taeyoong_go_H,unknown
@Taeyul_1230,unknown
@Targa911-n3x,KIA
@Tarmo.0325,KIA
@Team_SVT17,KIA
@Teavelop,KIA
@Tempus_1212,KIA
@Terryfafa,SAMSUNG
@Test-dt7md,KIA
@Thankusmile_tv,KIA
@TheKingDo-102,KIA
@TheOlivierstrelli,unknown
@ThePoetreesyndrome,unknown
@ThePpkk212,SAMSUNG
@TheSanghyuk77,KIA
@TheSjsk426,SAMSUNG
@TheTedchoi,KIA
@TheZwowzzz,KIA
@TheheroTV,KIA
@Theredartillery,SAMSUNG
@Theyoungking-k8n,KIA
@TiffanyChampion-d8m,unknown
@Tiger-d4f,KIA
@Tigers-o5f,KIA
@Tigers1223,KIA
@TigersFromHell,KIA
@TigersV13,KIA
@Tigers_V13,KIA
@Tigre-v15,KIA
@Tina-b1b3v,unknown
@Tirelake1,unknown
@Tksjdb0022ejen,KIA
@Tomato_ma,KIA
@Tori_bro,SAMSUNG
@Tothetop0803,unknown
@TqUpSo,SAMSUNG
@Trollman-_-22,KIA
@Tropical__Night,unknown
@TrumanRespected,unknown
@Tt.wearecute,KIA
@Tuby0521,KIA
@Twins-oq3lo,SAMSUNG
@TwoDays_2,SAMSUNG
@UGRS_Changmo,KIA
@UKKim-ge8dg,KIA
@URORANG,KIA
@USER-AcroSeoul,SAMSUNG
@Ubappe,unknown
@Uflex_,KIA
@Ujinism,SAMSUNG
@Ung_zzi,KIA
@Unitedstatesofchina24,unknown
@UntukJeno4-sn2sm,SAMSUNG
@User-bu2oy6sk5v,unknown
@Username_019,SAMSUNG
@UtaParam,KIA
@Utcztgv,SAMSUNG
@Uuuuuaaa,KIA
@V-.-V1,SAMSUNG
@V13-s3f,unknown
@V13-tigers,KIA
@V13_KIA_Tigers,KIA
@V13tigers,KIA
@VIRUS-kh6ko,SAMSUNG
@VLAQ,SAMSUNG
@V___Aru,unknown
@Vegem8,unknown
@Veryeo,KIA
@VideoHandicraft,unknown
@WBBears.,KIA
@WHJo-tt4ns,SAMSUNG
@WHM0307,unknown
@WIE-nc3vw,SAMSUNG
@WOOjoo-bi3mu,KIA
@WORLD_EV,KIA
@WWMMSLS,SAMSUNG
@WardahMutmainnah,unknown
@WarriorBacon,KIA
@Warthog0927,SAMSUNG
@Wayout-r2n,SAMSUNG
@Wearesamsunglions,SAMSUNG
@Webb0814,unknown
@Whale_52blue,SAMSUNG
@Wig3888,KIA
@Winerisme,SAMSUNG
@Winterlove0101._.,SAMSUNG
@Winterx_3,KIA
@Wkwoxow0-v7r9v,KIA
@Wnl-r8u,KIA
@WonsikJeong-i6u,KIA
@WooAh_mom,SAMSUNG
@WoojinPark-v6o,SAMSUNG
@Woojjujju852,KIA
@WoongLim,KIA
@Wooonn1,KIA
@X-oz6kt,SAMSUNG
@XbqndyDb,SAMSUNG
@Xoxo-jm4kb,KIA
@Xrptothewhere,KIA
@Xxi2un,KIA
@Xxx-e7x,SAMSUNG
@YANG.JAEYONG,unknown
@YH-vv1kg,unknown
@YONG_COOL,KIA
@YOOBONGescrime,SAMSUNG
@YOUNGHOONLOVER,KIA
@YT김도도새2,KIA
@YYuess,KIA
@YamYam-i5d,SAMSUNG
@YanI-hp3mm,SAMSUNG
@Yanggiback,KIA
@Ydgjdirncjxisir,KIA
@Ydh0181,SAMSUNG
@Yeah-bd1gb,SAMSUNG
@YeliBomb,unknown
@Yellow_for_me,KIA
@YeorY12,SAMSUNG
@YmSon-bq9jv,KIA
@Yo-Taiji,KIA
@Yong-EEEE,SAMSUNG
@YongikCHO,unknown
@Yoniyoniyonn,unknown
@YooN-ri9pd,unknown
@Yoon2_,SAMSUNG
@Yoondengggg,KIA
@Yooooooooniverse,SAMSUNG
@Youjoon-f1z,KIA
@Young-rl3pp,SAMSUNG
@Young_Ruya,unknown
@Youtuber_sigyeong2,unknown
@Yseok7423,KIA
@Yudding22,SAMSUNG
@Yuha_77,KIA
@Yuiop-d6m,SAMSUNG
@Yun-kh8fr,SAMSUNG
@Yunee-p4d,KIA
@YuriTokki,SAMSUNG
@YuriYuna-k2n,SAMSUNG
@Yuribera87,SAMSUNG
@Yuzz_jeen,SAMSUNG
@ZKJSCBKJAC,KIA
@Z__Eun,SAMSUNG
@Zero.-.Zero._.O0,KIA
@Zero__-vp2bw,SAMSUNG
@Zhjsjw9,SAMSUNG
@Zotgum,SAMSUNG
@Zuni280,SAMSUNG
@Zxxun-t6c,KIA
@Zzzzzzzz-f8u,unknown
@_COSMOS1107,SAMSUNG
@_Duny_,KIA
@_Ichiro0409,unknown
@_JBoki,KIA
@_KIATIGERS_,unknown
@_K_GeNon,unknown
@_LEEP_,KIA
@_S2ongE,SAMSUNG
@_Todayaswell,KIA
@__-gk2wk,unknown
@__98__,unknown
@__N__D__333,SAMSUNG
@__abp__s,SAMSUNG
@__chacha___,SAMSUNG
@__hacho,KIA
@__j.26,SAMSUNG
@__linezero,SAMSUNG
@_common,SAMSUNG
@_elifeo,SAMSUNG
@_hanryang,KIA
@_hyeon10,SAMSUNG
@_jeongjaehyun900,unknown
@_jerryhong,SAMSUNG
@_k.seonho_,KIA
@_remibubu,KIA
@_s_c_727,KIA
@_silverh6006,KIA
@_sotcom,SAMSUNG
@_taek2_,unknown
@_whyimhere_18,SAMSUNG
@_wlghks9,unknown
@_woxihuan2341,KIA
@_young_2135,KIA
@a01038300559,SAMSUNG
@a01085299627,SAMSUNG
@a___9909,SAMSUNG
@aa-dw4jw,KIA
@aa01094929576,SAMSUNG
@aaaaa-mf5hl,SAMSUNG
@aaamericaaanooo,SAMSUNG
@aakkaakkak,unknown
@aasdf984,unknown
@abaegopa-e3e,SAMSUNG
@abbdyy,KIA
@abc1abc2abc,unknown
@abcd-hb4tp,SAMSUNG
@abcd-n7f3f,unknown
@abcdcba13,KIA
@abcde6861,unknown
@abcdef-x3z,unknown
@abcdefg_oOoO,unknown
@abcdefgkkss,unknown
@abce8d,KIA
@abfiscore,SAMSUNG
@aboutuzin5947,unknown
@acegik91,KIA
@ad9232,KIA
@adastra9295,SAMSUNG
@add._o,KIA
@adiana-g4v,SAMSUNG
@adinfinium79,SAMSUNG
@adntlrgg,unknown
@advancedmse-yo5uk,unknown
@aeafun_yt,SAMSUNG
@aedrama123,SAMSUNG
@aeriesteele-p8n,KIA
@aespa_karina_fan,KIA
@aesthetics1867,unknown
@ahnz45,unknown
@ahri_world,SAMSUNG
@ahxskalkz,unknown
@ailions6768,SAMSUNG
@aimi9340,KIA
@airplant02342,SAMSUNG
@ajin1585,KIA
@ajinlim1862,KIA
@ajsndkan,SAMSUNG
@akai.shuichiii,KIA
@akfmckskdk,unknown
@akfrdma0513,SAMSUNG
@akinellap.l1621,KIA
@akzmlee_82,SAMSUNG
@alal-y7d,SAMSUNG
@alchemistalpha3262,unknown
@aldinafitri12,SAMSUNG
@alenwithcarrot,KIA
@alexkim6628,SAMSUNG
@alfopelythe,SAMSUNG
@alice628,KIA
@allcreativekorea,SAMSUNG
@allforjiwon,KIA
@allnono,KIA
@allong3,KIA
@allset79,SAMSUNG
@almark4204,SAMSUNG
@aloha1001,SAMSUNG
@alone4563-t1i,unknown
@alpacabottle2305,unknown
@alphacrunky5950,KIA
@alsqyu,unknown
@alubsky,KIA
@always8314,SAMSUNG
@alyjjang,KIA
@am_bamm,KIA
@amalamalda,KIA
@aman_1789,SAMSUNG
@amateras711,SAMSUNG
@amattna,SAMSUNG
@amp23424909,SAMSUNG
@ampleup23,unknown
@amugaePark,SAMSUNG
@amyris9203,SAMSUNG
@an_selection,KIA
@ancansno,KIA
@anchor412,KIA
@andone2860,SAMSUNG
@andrewbae6845,KIA
@andy_s9013,SAMSUNG
@andykim4660,unknown
@angel-hh6if,KIA
@anggo3292,SAMSUNG
@anharry188,SAMSUNG
@annann6314,KIA
@annayoung3688,SAMSUNG
@annayounghan7253,KIA
@anniii_29,SAMSUNG
@annk629,unknown
@annyeonghaseyou,unknown
@anonymoususer-2358,KIA
@ant7103,SAMSUNG
@ao-zf6nz,KIA
@aofxlobluu,SAMSUNG
@aowi2627skwbwj1,KIA
@apckrkkk4192,unknown
@apeach23,unknown
@applebanana22,unknown
@applepie5202,KIA
@appleth1998,KIA
@apqs,unknown
@apricus_2800,KIA
@aprilmayjune-l4w,KIA
@aquarisa4155,unknown
@arangi-q3p,SAMSUNG
@archereqspace,unknown
@areumhan6016,KIA
@aria1uck,SAMSUNG
@arilee5988,KIA
@armyhesia,SAMSUNG
@aromanjjang,SAMSUNG
@arrivxerxco1361,SAMSUNG
@arrume1004,SAMSUNG
@arthur_morgan_,SAMSUNG
@aruO_O,unknown
@asdf-lx9fy,SAMSUNG
@asdf-n4w,unknown
@asdf7252,KIA
@asdfgh23-tf6tj,SAMSUNG
@asdfghj224,SAMSUNG
@asdzxcz5m,unknown
@ashinto1004,KIA
@asrrtfecbb,KIA
@assfghjkl2014,SAMSUNG
@astarsb9658,unknown
@astromantic788,KIA
@astyu67,KIA
@ataraxia-r7s,SAMSUNG
@attic_cat,unknown
@attractive_,SAMSUNG
@audreyshine195,KIA
@audwlsbluu,unknown
@augustmuun,SAMSUNG
@automatic579,KIA
@awesome_tigers_ssunny,KIA
@awesomeawesome25,SAMSUNG
@axa_sfvnn,SAMSUNG
@ay89___k,unknown
@ayayacat1217,SAMSUNG
@aza0714,unknown
@azbysan1064,SAMSUNG
@azrael472,KIA
@a급쥬얼보급,SAMSUNG
@b1r6h124banan,SAMSUNG
@b7i-z4o,unknown
@b_avocado,SAMSUNG
@babsang12,unknown
@baek_0506_hyun,SAMSUNG
@baekhyunee_56,KIA
@baekosu,KIA
@baeseok,unknown
@baikham,KIA
@bakkyunghee,KIA
@balencia9119,SAMSUNG
@bandaveragevocal5137,SAMSUNG
@bangbang-yo4zp,unknown
@banggu8170,unknown
@banghing,unknown
@banyflat1302,SAMSUNG
@banzi9812,KIA
@barabona,KIA
@baribaristar,SAMSUNG
@barney508,SAMSUNG
@baseball-spoTV,KIA
@baseballaddictWon,KIA
@baseballedison01,KIA
@baseballking77,unknown
@baseboy5152,KIA
@bastarsuryal1263,SAMSUNG
@baum8530,unknown
@bb-uy3zp,KIA
@bba5966,KIA
@bbaaangS2,KIA
@bbackgom8282,SAMSUNG
@bbae_bam,SAMSUNG
@bbaza31,KIA
@bbbbome,SAMSUNG
@bbg119,unknown
@bbheestory,KIA
@bbjysjs2,SAMSUNG
@bbojelly301,unknown
@bbsLee-t3b,KIA
@bbubbu217,KIA
@bbyaakk,KIA
@bdhd21,unknown
@beauty6276,KIA
@beddalkr,unknown
@beeenye8115,KIA
@beenii121,SAMSUNG
@beginnerduck6487,unknown
@behappy12250,KIA
@benjaminroi4168,SAMSUNG
@bergamote2245,KIA
@bestsong_1to1u18,SAMSUNG
@betobm_sh,KIA
@bettybluekim,KIA
@beulbeul21,SAMSUNG
@bgghg-234gfdskj,KIA
@bgkang1071,SAMSUNG
@bgkim0626,KIA
@bgrollin3169,unknown
@bi03081,SAMSUNG
@biblio_library,SAMSUNG
@bicycle9107,SAMSUNG
@big-datas,unknown
@bighandcook,SAMSUNG
@bigjester7878,SAMSUNG
@biliyjo8903,unknown
@bin0127,KIA
@bin8411,KIA
@bin_0617,SAMSUNG
@binbaks,SAMSUNG
@binibini831022,SAMSUNG
@biniini,SAMSUNG
@binnnnn-h3e,KIA
@binuahdamo,KIA
@bitsook_go702,KIA
@bizui,SAMSUNG
@bkkim8124,unknown
@blablablasvn,SAMSUNG
@blackdot4320,SAMSUNG
@blackmambamentality6719,KIA
@bless9456,SAMSUNG
@bloodychoco,unknown
@bloomlate6236,KIA
@blue-pg3ld,KIA
@blue-vd5si,SAMSUNG
@blue.j857,KIA
@blue_bada,SAMSUNG
@blue_yunni,SAMSUNG
@bluegrave88,unknown
@bluelions-hero,SAMSUNG
@bluelions6991,SAMSUNG
@bluesky6143,SAMSUNG
@blueterra2023,KIA
@bo7592,SAMSUNG
@boaSVT,SAMSUNG
@bob0n,KIA
@bobbbbbbbb4659,unknown
@bogyumi,SAMSUNG
@bohemianrhapsody-skyblue,KIA
@bohyune01,KIA
@bokangbam,unknown
@bokutokki,SAMSUNG
@bombbange,SAMSUNG
@bomi_94,SAMSUNG
@bominzzang,KIA
@bomkang2662,SAMSUNG
@bong_gu_ri,SAMSUNG
@bongjunechoi718,SAMSUNG
@bonstar16,KIA
@boo0116-s7vt,SAMSUNG
@borakim2973,unknown
@boro-iu6sv,SAMSUNG
@bottlenine,SAMSUNG
@bowlingbowling4181,unknown
@boysbegentleman,SAMSUNG
@bpm8769,SAMSUNG
@bradson4698_,SAMSUNG
@brandonJ-b1y,KIA
@brandstorytellerseoul,SAMSUNG
@bridgebuilder1611,KIA
@bright_night7,KIA
@browndark1146,KIA
@broy6954,KIA
@brucemoon104,unknown
@brush-tw7ge,SAMSUNG
@bryan-gv4lh,unknown
@bskim4509,KIA
@bskim5224,KIA
@bsksowlsbdehalan,KIA
@bslove1364,SAMSUNG
@bsy-eh3qq,unknown
@bsyjohn,SAMSUNG
@bt-rs7tq,SAMSUNG
@btk4332,KIA
@btl7496,SAMSUNG
@btx3124,KIA
@bubuytta1046,SAMSUNG
@buckybarnes3076,SAMSUNG
@bullbaba1203,KIA
@bullyanglucifer,KIA
@bum__lee,SAMSUNG
@bunajjeba3980,unknown
@bunny_bunny,unknown
@busanmankim,KIA
@buyohammer,SAMSUNG
@bwoh4395,KIA
@bxxbOo,KIA
@byand6850,SAMSUNG
@byebye4449,KIA
@byl6627,KIA
@byoungkim8426,unknown
@bys0508,KIA
@byw-zp3jq,SAMSUNG
@c.h4970,unknown
@c_m_c_Eagles_Lions_Wiz,SAMSUNG
@c_o_mingki,KIA
@caijeno5102,SAMSUNG
@callmebeom_,KIA
@campershin502,SAMSUNG
@camu9526,SAMSUNG
@cancallmeg8892,SAMSUNG
@candy2269,SAMSUNG
@cappuccino20125,KIA
@captainholy7047,SAMSUNG
@captainmokoko,KIA
@cardano5808,KIA
@carry122889,SAMSUNG
@castorpollux796,SAMSUNG
@catalinasuh4740,KIA
@cathycho2915,SAMSUNG
@cccplay81,KIA
@ccj0177,SAMSUNG
@ccomrabal,KIA
@cdba207,unknown
@ceeeee426,KIA
@celsius200do,KIA
@cga848,unknown
@ch0428gogo,KIA
@chacha7640,SAMSUNG
@chae_chae_qaz,SAMSUNG
@chaeny4356,SAMSUNG
@chaerrybaebae7590,SAMSUNG
@chahyun0822,unknown
@chakan1004,unknown
@chanchanguy,SAMSUNG
@chanee621,KIA
@chang3241,KIA
@changbinkim6497,SAMSUNG
@changho717,SAMSUNG
@changjw72,unknown
@changseok2061,unknown
@changwoopark3357,KIA
@chanikik-wl9hw,KIA
@chanjung-p5g,KIA
@chanjuyi5503,SAMSUNG
@chankir12,SAMSUNG
@chanran613,SAMSUNG
@chanrankkang,SAMSUNG
@chanstime,SAMSUNG
@charismaox,SAMSUNG
@charles-fd3mp,KIA
@charliewoong,unknown
@charmingcatttt,SAMSUNG
@charryy4645,SAMSUNG
@chayum7068,unknown
@cheese-eh3vp,SAMSUNG
@cheese.v_v,KIA
@chelLue,unknown
@chemistry...,KIA
@cheol-r5d,unknown
@cheolkim.official,SAMSUNG
@cherry-d8l,SAMSUNG
@cherrysmu911,SAMSUNG
@cheruto02074,SAMSUNG
@chester8057,KIA
@chicaquila,unknown
@chiccheese3993,KIA
@chicken225-m3g,unknown
@chihoonpark2032,KIA
@chikabe,KIA
@chimhe8612,KIA
@chincae,KIA
@chiwoohyun3369,SAMSUNG
@chjh224,SAMSUNG
